sample	Bcell_to_Bcell_median	Bcell_to_CD4_Tcell_median	Bcell_to_Macrophage_median	Bcell_to_Treg_median	Bcell_to_CD8_Tcell_median	Bcell_to_tumor_median	Bcell_to_negative_median	CD4_Tcell_to_Bcell_median	CD4_Tcell_to_CD4_Tcell_median	CD4_Tcell_to_Macrophage_median	CD4_Tcell_to_Treg_median	CD4_Tcell_to_CD8_Tcell_median	CD4_Tcell_to_tumor_median	CD4_Tcell_to_negative_median	Macrophage_to_Bcell_median	Macrophage_to_CD4_Tcell_median	Macrophage_to_Macrophage_median	Macrophage_to_Treg_median	Macrophage_to_CD8_Tcell_median	Macrophage_to_tumor_median	Macrophage_to_negative_median	Treg_to_Bcell_median	Treg_to_CD4_Tcell_median	Treg_to_Macrophage_median	Treg_to_Treg_median	Treg_to_CD8_Tcell_median	Treg_to_tumor_median	Treg_to_negative_median	CD8_Tcell_to_Bcell_median	CD8_Tcell_to_CD4_Tcell_median	CD8_Tcell_to_Macrophage_median	CD8_Tcell_to_Treg_median	CD8_Tcell_to_CD8_Tcell_median	CD8_Tcell_to_tumor_median	CD8_Tcell_to_negative_median	tumor_to_Bcell_median	tumor_to_CD4_Tcell_median	tumor_to_Macrophage_median	tumor_to_Treg_median	tumor_to_CD8_Tcell_median	tumor_to_tumor_median	tumor_to_negative_median	negative_to_Bcell_median	negative_to_CD4_Tcell_median	negative_to_Macrophage_median	negative_to_Treg_median	negative_to_CD8_Tcell_median	negative_to_tumor_median	negative_to_negative_median	sample_type	pt_number
17 TUR	14.410969937828634	11.311838296127503	23.301942752096025	64.75594287188126	13.721970024065975	15.2148837604173	13.389115443936221	71.6887868861784	10.750806393631374	28.738427576007222	87.11820220341141	21.170896848543947	20.13353105626388	11.462442824264748	103.28434293701638	19.481062473544437	14.889751137123131	91.0574631142221	29.91051553411285	15.031757049068187	11.494057785666552	83.19218615746405	12.163537271599242	24.751455336797093	69.46843015583859	22.01130149007797	15.167808492129371	12.99787860791194	48.563417336499214	11.789852387702481	25.128303152099836	68.3299682317468	9.267676384150281	15.143631677116149	13.28598653804761	173.10634635801762	67.64687893356474	72.52119893091758	147.73794350735182	96.3684949880729	8.484168470277313	36.22262869444442	131.34100711450412	22.359748200007722	35.520125710239256	119.97918604407855	45.846726156554126	29.434820123897314		TUR	17
18 TUR	12.099644696861356	29.382619642354527	19.965389670079876	19.619893209068085	11.352033629898868	13.82047996039692	9.379425094944503	83.5703308796532	26.911246259954893	26.15860610954394	29.554265840626957	23.338870942643435	9.908950486556176	11.58799576790412	134.0725674135562	67.65968153514979	16.117860282525164	41.74312577292516	32.019182429821065	9.638279389757866	25.511348216348985	110.53943692339804	74.2465480230708	34.13679022076342	22.824817462240794	25.739043184744975	10.182695330816065	11.16403487133971	66.1848925675431	56.65848787504264	28.87650230392057	28.762538588939	10.279784750863586	10.429364993928322	12.034474589537275	199.28413105101447	104.31516313054631	47.012190170424184	67.23265589625932	49.28916843525852	9.187894823447865	50.32823531555875	121.26487248848517	87.95379118729403	44.0921856360864	39.298669757458995	32.680106064719226	16.52562290220747		TUR	18
19 TUR							9.556713494560096		127.07300417518134			119.00335225572579	17.24946624776387	9.615250504648026						7.45330678746655									285.89260342857585	172.07874970973836			184.9502004990784	20.917196268082062	48.67747895945592	217.7548118761658	156.2591455292827	225.90507666620442	197.0467561315402	178.81355215399157	7.974176519221271	25.02293554604568	73.97642738058995	193.83956888045597	193.36156673067555	56.92020130125563	198.09740771636734	15.846218059890617		TUR	19
2 TUR	10.001887642921016	93.02758823044549	40.614434750724506	58.69940889012101	22.548517710074513	13.532244775253009	17.53781614837512	221.79109514380747	30.10997632464631	30.295107736538597	102.63090193123577	124.89489992136807	12.89891141382621	9.797058117035979	197.04482112883238	147.6587035205013	16.662722245565195	150.28079858014155	186.31811223673785	13.409965295545186	11.01173664529617	196.83743748592744	100.02186881162312	31.057153582870612	77.74700624803747	136.29047794127018	13.7181804708273	10.39420656088306	32.36756763178049	79.1759370579549	43.43923942954988	74.51196216907519	19.196684239508834	14.357978115419508	13.007723761753223	219.6550272107825	170.17708430470418	55.40089046185279	167.18037123059315	215.3990927371283	8.618898322270674	25.33540024089764	210.33593928780112	142.5145843306392	40.57576273830975	150.31990425397194	185.72302557243998	17.113804022871737		TUR	2
21 TUR	9.143563800353915	11.545033515427248	32.06877559917106	142.97152779686292	12.354353935505527	13.672864952908022	15.373742455790296	67.63548409730807	11.273220141899504	31.906515345372384	121.31823760173259	12.140690039420118	11.820640281467936	14.742414510077671	89.06893471800163	19.276244196534485	20.170939129068064	125.08979098620226	12.248245870387287	12.237342924210509	15.012302075262932	130.3485391377177	22.98617199938628	42.78607177914704	126.03331223887157	12.718895996514108	11.17950140029139	20.102534272059497	90.23081618670386	20.66377351286158	29.75757680853564	123.79535240806872	7.888127888553728	11.30639254131883	22.75578565314195	157.6212247011308	63.20334728947516	93.35055250179937	168.6677513952652	41.34297139125881	7.808628143325177	43.856198351077296	112.20718457326774	26.258344804018108	41.73200432693053	141.42792319025799	25.353622306487942	17.457582094935226		TUR	21
22 TUR	7.943783968387776	88.47374871748494	55.01820507126285	73.24219321641434	37.76551389955371	20.618751836188693	10.226733499630786	105.88327270297148	46.66092519403731	46.15964768313627	67.10633691059897	31.2648369425404	9.841881525808239	12.962092173877457	123.51528432887916	87.95284906670517	24.073692932824066	69.20249433628783	28.162395751976828	9.89060446393813	28.874902781048345	101.390107727055	84.14190672411377	44.156747647369706	41.76062400796687	29.296522621319596	9.836872899070885	11.753228406313717	128.9078712164661	93.93648219186137	47.191235124036936	77.56564090339349	22.101162741192564	9.123061848137477	27.841822092027346	162.71992548776242	117.25443918790478	65.01890108306326	102.2227425080878	39.45064323193756	9.26686739810207	46.04218802405417	91.92928228365056	86.73943582525506	60.51099502717909	63.81598890786884	37.52509815191287	15.242297058163498		TUR	22
23 TUR	8.50001997319368	11.609390460862944	148.04293479199663	24.625246039205756	16.11597453451842	16.565048490471835	8.686442297610975	40.20411179039025	11.832292105519159	122.47732348474828	24.497028122209084	19.390304732879486	12.802493542974396	8.923527451960291	214.9670060506763	49.389825488501586	79.45195433321852	54.61699920149586	34.90999751104325	9.336104949843277	14.1147653939955	66.17170974537183	18.66299875450459	125.19095423474752	25.359141895369593	22.208829767378642	10.208307724813757	9.286104557015808	74.13923767923973	29.48291431446689	132.51019382196213	38.547047000616416	10.792874958922793	9.458583691997944	10.547573321766528	151.08742421985784	65.14795647903297	159.8285003117734	72.56962635545457	45.75936840826569	8.586608322936131	29.4824805800954	93.20998717310916	34.01166329509095	140.69722032074762	44.04579926683863	31.619276496123682	14.056258380638232		TUR	23
25 TUR	11.262936943642739	20.183815999355456	61.87898305189425	78.47276197469591	28.47118325273762	39.881946894302864	9.779938315798594	57.08661498641619	13.70894511562093	65.4037181386892	62.1217153886192	27.272094873005038	31.18133568252525	10.436510022352776	121.5795589027525	73.1194086213267	39.232040150744105	98.39368822574161	75.48798036797234	11.553277837796628	10.967579433120024	85.65737664811793	27.93110738430517	70.48208531698275	61.468848286470894	43.39419042553728	16.443341660279952	9.822983914100607	56.445126640827176	17.147437303374605	59.55230945782863	67.21842738090308	22.362453313658868	23.188280958447177	10.533850406507607	189.66320380375637	104.62110223625987	103.57490542297182	128.41357491215402	129.12662838491647	10.004378580068291	43.840601327948086	92.59349207339748	35.24511982184077	75.19916191596523	88.52392216799788	52.92320887853762	28.43425309281652		TUR	25
26 TUR	10.471340504743045	25.315014080648698	18.42211760526733	35.25736143166802	20.18864856319874	49.39340261152442	10.805838607721398	93.77937579858839	31.11596200093207	17.33388697649843	65.64062150204661	27.163261077236747	41.8210003588105	10.113242752774731	167.42659536654227	78.31456446914663	12.035532184956441	85.6013521730769	50.37772582088492	29.947029164127315	10.150497338785144	127.86525068750538	67.1771532131796	17.66745977757751	44.528761059567216	44.43023663822294	36.060341052538625	9.822284137607465	118.29685764937187	51.31132379256978	18.86234092332619	75.32456723204191	21.939308566334667	33.23929150310179	10.480887556647215	205.23201536567254	113.81935141813258	36.53042449586084	123.53686948072088	67.86939754977855	9.956892335291094	15.88943161281619	199.69052320080644	106.18973870744665	29.28048831417425	104.39015742609597	68.57684044749173	37.394034990129676		TUR	26
27 TUR	8.147474071771192	22.61060723217666	17.00337962353772	25.26824354683283	17.96583561067498	58.16909501880452	8.929826740678992	69.22290387796843	27.027960593898545	18.03269541979011	26.739756820696968	24.84818205756477	41.76722085405521	8.302098722929307	142.6847618219551	63.740560047926	13.341542352447812	30.051280585479606	34.63476568396768	36.42550537499616	9.10539254151933	133.0280481263893	61.54642714986369	18.703291125824997	24.80693659884473	34.980482497413476	38.21708934258572	8.771705196815262	100.6552506070399	43.85671911251061	16.800557051099297	26.73097357121313	12.623831326015292	37.65972834934672	8.826990673601552	175.61364289226265	93.43478979294485	33.23335316112918	46.94662912739189	58.35753102857447	9.228310295511713	28.36661625921422	144.19681322606715	66.2054528550129	20.87029205285294	31.3923900234238	38.5771964864097	44.19204747196709		TUR	27
